"hardware","algorithm","process","size (bytes)","time (s)","throughput (kB/s)","throughput (GB/s)"
vps,aes-256-cbc,decryption,16,3,294406.26,0.29440626000000003
vps,aes-256-cbc,decryption,64,3,778281.22,0.77828122
vps,aes-256-cbc,decryption,256,3,1201815.21,1.20181521
vps,aes-256-cbc,decryption,1024,3,1418364.93,1.4183649299999999
vps,aes-256-cbc,decryption,8192,3,1491653.97,1.49165397
vps,aes-256-cbc,decryption,16384,3,1499632.98,1.49963298
vps,aes-256-cbc,encryption,16,3,341347.39,0.34134739000000003
vps,aes-256-cbc,encryption,64,3,447602.69,0.44760269
vps,aes-256-cbc,encryption,256,3,484776.53,0.48477653000000004
vps,aes-256-cbc,encryption,1024,3,495245.31,0.49524531
vps,aes-256-cbc,encryption,8192,3,497491.97,0.49749196999999995
vps,aes-256-cbc,encryption,16384,3,497500.16,0.49750015999999997
vps,aes-256-cbc,decryption,16,3,294272.01,0.29427201000000003
vps,aes-256-cbc,decryption,64,3,780709.27,0.78070927
vps,aes-256-cbc,decryption,256,3,1200729.77,1.20072977
vps,aes-256-cbc,decryption,1024,3,1419654.14,1.4196541399999998
vps,aes-256-cbc,decryption,8192,3,1495564.29,1.4955642900000001
vps,aes-256-cbc,decryption,16384,3,1500555.95,1.5005559499999999
vps,aes-256-cbc,encryption,16,3,331355.78,0.33135578000000004
vps,aes-256-cbc,encryption,64,3,446432.75,0.44643275
vps,aes-256-cbc,encryption,256,3,485104.47,0.48510446999999995
vps,aes-256-cbc,encryption,1024,3,495364.78,0.49536478
vps,aes-256-cbc,encryption,8192,3,497265.32,0.49726532
vps,aes-256-cbc,encryption,16384,3,496768.34,0.49676834000000003
vps,aes-256-cbc,decryption,16,3,292926.07,0.29292607
vps,aes-256-cbc,decryption,64,3,782061.61,0.78206161
vps,aes-256-cbc,decryption,256,3,1201254.14,1.2012541399999999
vps,aes-256-cbc,decryption,1024,3,1420267.52,1.4202675200000001
vps,aes-256-cbc,decryption,8192,3,1495588.86,1.49558886
vps,aes-256-cbc,decryption,16384,3,1499245.23,1.4992452299999999
vps,aes-256-cbc,encryption,16,3,342102.02,0.34210202
vps,aes-256-cbc,encryption,64,3,447319.94,0.44731994
vps,aes-256-cbc,encryption,256,3,484949.5,0.4849495
vps,aes-256-cbc,encryption,1024,3,494582.44,0.49458244
vps,aes-256-cbc,encryption,8192,3,496072.02,0.49607202
vps,aes-256-cbc,encryption,16384,3,496670.04,0.49667004
vps,aes-256-cbc,decryption,16,3,294557.0,0.294557
vps,aes-256-cbc,decryption,64,3,781819.14,0.78181914
vps,aes-256-cbc,decryption,256,3,1207673.17,1.2076731699999999
vps,aes-256-cbc,decryption,1024,3,1419705.69,1.41970569
vps,aes-256-cbc,decryption,8192,3,1495173.8,1.4951738
vps,aes-256-cbc,decryption,16384,3,1494406.49,1.49440649
vps,aes-256-cbc,encryption,16,3,341635.92,0.34163592
vps,aes-256-cbc,encryption,64,3,445068.44,0.44506844
vps,aes-256-cbc,encryption,256,3,483599.1,0.4835991
vps,aes-256-cbc,encryption,1024,3,495088.64,0.49508864
vps,aes-256-cbc,encryption,8192,3,497459.2,0.4974592
vps,aes-256-cbc,encryption,16384,3,497674.92,0.49767491999999997
vps,aes-256-cbc,decryption,16,3,292877.4,0.2928774
vps,aes-256-cbc,decryption,64,3,780172.61,0.7801726099999999
vps,aes-256-cbc,decryption,256,3,1199540.48,1.19954048
vps,aes-256-cbc,decryption,1024,3,1417109.85,1.4171098500000001
vps,aes-256-cbc,decryption,8192,3,1494035.11,1.49403511
vps,aes-256-cbc,decryption,16384,3,1496864.09,1.49686409
vps,aes-256-cbc,encryption,16,3,341733.65,0.34173365
vps,aes-256-cbc,encryption,64,3,447533.76,0.44753376
vps,aes-256-cbc,encryption,256,3,483507.71,0.48350771000000003
vps,aes-256-cbc,encryption,1024,3,495545.0,0.495545
vps,aes-256-cbc,encryption,8192,3,495902.72,0.49590271999999996
vps,aes-256-cbc,encryption,16384,3,497374.55,0.49737454999999997
vps,aes-256-cbc,decryption,16,3,294428.75,0.29442875
vps,aes-256-cbc,decryption,64,3,782178.69,0.78217869
vps,aes-256-cbc,decryption,256,3,1197177.0,1.197177
vps,aes-256-cbc,decryption,1024,3,1417582.25,1.41758225
vps,aes-256-cbc,decryption,8192,3,1495842.82,1.49584282
vps,aes-256-cbc,decryption,16384,3,1500386.65,1.5003866499999998
vps,aes-256-cbc,encryption,16,3,341989.32,0.34198932
vps,aes-256-cbc,encryption,64,3,445358.63,0.44535863
vps,aes-256-cbc,encryption,256,3,485169.58,0.48516958
vps,aes-256-cbc,encryption,1024,3,495375.02,0.49537502
vps,aes-256-cbc,encryption,8192,3,497232.55,0.49723255
vps,aes-256-cbc,encryption,16384,3,497582.08,0.49758208000000004
vps,aes-256-cbc,decryption,16,3,281712.84,0.28171284
vps,aes-256-cbc,decryption,64,3,771292.61,0.7712926099999999
vps,aes-256-cbc,decryption,256,3,1203266.9,1.2032668999999998
vps,aes-256-cbc,decryption,1024,3,1420114.6,1.4201146
vps,aes-256-cbc,decryption,8192,3,1495949.31,1.49594931
vps,aes-256-cbc,decryption,16384,3,1499359.91,1.49935991
vps,aes-256-cbc,encryption,16,3,341192.9,0.3411929
vps,aes-256-cbc,encryption,64,3,447814.31,0.44781431
vps,aes-256-cbc,encryption,256,3,484968.11,0.48496811
vps,aes-256-cbc,encryption,1024,3,495607.47,0.49560747
vps,aes-256-cbc,encryption,8192,3,497584.81,0.49758481
vps,aes-256-cbc,encryption,16384,3,497576.62,0.49757661999999997
vps,aes-256-cbc,decryption,16,3,292522.23,0.29252223
vps,aes-256-cbc,decryption,64,3,771139.95,0.7711399499999999
vps,aes-256-cbc,decryption,256,3,1203972.78,1.20397278
vps,aes-256-cbc,decryption,1024,3,1420112.55,1.42011255
vps,aes-256-cbc,decryption,8192,3,1495722.67,1.49572267
vps,aes-256-cbc,decryption,16384,3,1496323.41,1.49632341
vps,aes-256-cbc,encryption,16,3,342067.79,0.34206779
vps,aes-256-cbc,encryption,64,3,446914.75,0.44691475
vps,aes-256-cbc,encryption,256,3,483479.04,0.48347903999999997
vps,aes-256-cbc,encryption,1024,3,495208.45,0.49520845
vps,aes-256-cbc,encryption,8192,3,497475.58,0.49747558000000003
vps,aes-256-cbc,encryption,16384,3,497707.69,0.49770769
vps,aes-256-cbc,decryption,16,3,294460.37,0.29446036999999997
vps,aes-256-cbc,decryption,64,3,777834.01,0.77783401
vps,aes-256-cbc,decryption,256,3,1207787.95,1.20778795
vps,aes-256-cbc,decryption,1024,3,1419025.75,1.41902575
vps,aes-256-cbc,decryption,8192,3,1495072.77,1.49507277
vps,aes-256-cbc,decryption,16384,3,1499938.82,1.4999388200000001
vps,aes-256-cbc,encryption,16,3,341590.17,0.34159016999999997
vps,aes-256-cbc,encryption,64,3,446019.8,0.44601979999999997
vps,aes-256-cbc,encryption,256,3,484916.65,0.48491665
vps,aes-256-cbc,encryption,1024,3,494038.02,0.49403802
vps,aes-256-cbc,encryption,8192,3,497268.05,0.49726804999999996
vps,aes-256-cbc,encryption,16384,3,497620.31,0.49762031
vps,aes-256-cbc,decryption,16,3,294514.12,0.29451412
vps,aes-256-cbc,decryption,64,3,781876.61,0.78187661
vps,aes-256-cbc,decryption,256,3,1189619.88,1.18961988
vps,aes-256-cbc,decryption,1024,3,1415922.69,1.41592269
vps,aes-256-cbc,decryption,8192,3,1492860.93,1.49286093
vps,aes-256-cbc,decryption,16384,3,1498573.48,1.49857348
vps,aes-256-cbc,encryption,16,3,341979.42,0.34197942
vps,aes-256-cbc,encryption,64,3,447118.44,0.44711844
vps,aes-256-cbc,encryption,256,3,478900.57,0.47890057
vps,aes-256-cbc,encryption,1024,3,495006.04,0.49500604
vps,aes-256-cbc,encryption,8192,3,497213.44,0.49721344
vps,aes-256-cbc,encryption,16384,3,496254.98,0.49625497999999996
vps,aes-256-cbc,decryption,16,3,294610.21,0.29461021000000004
vps,aes-256-cbc,decryption,64,3,782314.37,0.78231437
vps,aes-256-cbc,decryption,256,3,1203744.09,1.20374409
vps,aes-256-cbc,decryption,1024,3,1419645.61,1.4196456100000001
vps,aes-256-cbc,decryption,8192,3,1495026.35,1.49502635
vps,aes-256-cbc,decryption,16384,3,1498251.26,1.49825126
vps,aes-256-cbc,encryption,16,3,341713.87,0.34171387
vps,aes-256-cbc,encryption,64,3,445320.53,0.44532053000000005
vps,aes-256-cbc,encryption,256,3,484411.73,0.48441173
vps,aes-256-cbc,encryption,1024,3,495205.03,0.49520503000000005
vps,aes-256-cbc,encryption,8192,3,497451.01,0.49745101
vps,aes-256-cbc,encryption,16384,3,497674.92,0.49767491999999997
vps,aes-256-cbc,decryption,16,3,294532.97,0.29453296999999995
vps,aes-256-cbc,decryption,64,3,780496.9,0.7804969
vps,aes-256-cbc,decryption,256,3,1199957.42,1.1999574199999998
vps,aes-256-cbc,decryption,1024,3,1415977.3,1.4159773
vps,aes-256-cbc,decryption,8192,3,1492339.37,1.49233937
vps,aes-256-cbc,decryption,16384,3,1499425.45,1.49942545
vps,aes-256-cbc,encryption,16,3,320880.2,0.3208802
vps,aes-256-cbc,encryption,64,3,447283.75,0.44728375
vps,aes-256-cbc,encryption,256,3,485169.66,0.48516965999999995
vps,aes-256-cbc,encryption,1024,3,494087.17,0.49408716999999996
vps,aes-256-cbc,encryption,8192,3,497344.51,0.49734451
vps,aes-256-cbc,encryption,16384,3,497855.15,0.49785515
vps,aes-256-cbc,decryption,16,3,294698.32,0.29469832
vps,aes-256-cbc,decryption,64,3,778568.64,0.77856864
vps,aes-256-cbc,decryption,256,3,1208332.97,1.20833297
vps,aes-256-cbc,decryption,1024,3,1418371.07,1.41837107
vps,aes-256-cbc,decryption,8192,3,1490744.66,1.4907446599999998
vps,aes-256-cbc,decryption,16384,3,1498879.32,1.4988793200000001
vps,aes-256-cbc,encryption,16,3,341880.95,0.34188095
vps,aes-256-cbc,encryption,64,3,447700.39,0.44770039
vps,aes-256-cbc,encryption,256,3,484542.21,0.48454221000000003
vps,aes-256-cbc,encryption,1024,3,495629.65,0.49562965000000003
vps,aes-256-cbc,encryption,8192,3,497393.66,0.49739365999999996
vps,aes-256-cbc,encryption,16384,3,497653.08,0.49765308
vps,aes-256-cbc,decryption,16,3,294063.49,0.29406349
vps,aes-256-cbc,decryption,64,3,781883.11,0.78188311
vps,aes-256-cbc,decryption,256,3,1207921.32,1.20792132
vps,aes-256-cbc,decryption,1024,3,1417508.52,1.41750852
vps,aes-256-cbc,decryption,8192,3,1490381.48,1.49038148
vps,aes-256-cbc,decryption,16384,3,1500605.1,1.5006051
vps,aes-256-cbc,encryption,16,3,341316.07,0.34131607
vps,aes-256-cbc,encryption,64,3,446847.19,0.44684719
vps,aes-256-cbc,encryption,256,3,483141.63,0.48314163
vps,aes-256-cbc,encryption,1024,3,495713.96,0.49571396
vps,aes-256-cbc,encryption,8192,3,493537.96,0.49353796
vps,aes-256-cbc,encryption,16384,3,497620.31,0.49762031
vps,aes-256-cbc,decryption,16,3,294670.47,0.29467046999999996
vps,aes-256-cbc,decryption,64,3,782381.21,0.7823812099999999
vps,aes-256-cbc,decryption,256,3,1201137.92,1.2011379199999999
vps,aes-256-cbc,decryption,1024,3,1414083.58,1.41408358
vps,aes-256-cbc,decryption,8192,3,1496266.07,1.4962660700000001
vps,aes-256-cbc,decryption,16384,3,1491675.82,1.49167582
vps,chacha20-poly1305,encryption,16,3,147598.36,0.14759835999999998
vps,chacha20-poly1305,encryption,64,3,284069.87,0.28406987
vps,chacha20-poly1305,encryption,256,3,498277.97,0.49827796999999996
vps,chacha20-poly1305,encryption,1024,3,529399.47,0.52939947
vps,chacha20-poly1305,encryption,8192,3,535969.79,0.53596979
vps,chacha20-poly1305,encryption,16384,3,536084.48,0.53608448
vps,chacha20-poly1305,decryption,16,3,147273.81,0.14727381
vps,chacha20-poly1305,decryption,64,3,280647.4,0.28064740000000005
vps,chacha20-poly1305,decryption,256,3,498170.2,0.4981702
vps,chacha20-poly1305,decryption,1024,3,529787.9,0.5297879
vps,chacha20-poly1305,decryption,8192,3,535852.37,0.53585237
vps,chacha20-poly1305,decryption,16384,3,535724.03,0.53572403
vps,chacha20-poly1305,encryption,16,3,148021.76,0.14802176
vps,chacha20-poly1305,encryption,64,3,283656.0,0.283656
vps,chacha20-poly1305,encryption,256,3,496755.71,0.49675571
vps,chacha20-poly1305,encryption,1024,3,529497.43,0.52949743
vps,chacha20-poly1305,encryption,8192,3,535412.74,0.5354127399999999
vps,chacha20-poly1305,encryption,16384,3,534517.08,0.53451708
vps,chacha20-poly1305,decryption,16,3,148884.38,0.14888438
vps,chacha20-poly1305,decryption,64,3,281682.45,0.28168245000000003
vps,chacha20-poly1305,decryption,256,3,498224.38,0.49822438
vps,chacha20-poly1305,decryption,1024,3,528848.55,0.5288485500000001
vps,chacha20-poly1305,decryption,8192,3,536264.7,0.5362646999999999
vps,chacha20-poly1305,decryption,16384,3,536423.08,0.5364230799999999
vps,chacha20-poly1305,encryption,16,3,147798.41,0.14779841
vps,chacha20-poly1305,encryption,64,3,283633.66,0.28363365999999995
vps,chacha20-poly1305,encryption,256,3,497886.98,0.49788698
vps,chacha20-poly1305,encryption,1024,3,528918.19,0.52891819
vps,chacha20-poly1305,encryption,8192,3,536373.93,0.53637393
vps,chacha20-poly1305,encryption,16384,3,536248.32,0.53624832
vps,chacha20-poly1305,decryption,16,3,148940.84,0.14894084
vps,chacha20-poly1305,decryption,64,3,283356.65,0.28335665000000004
vps,chacha20-poly1305,decryption,256,3,498711.72,0.49871171999999997
vps,chacha20-poly1305,decryption,1024,3,530601.98,0.53060198
vps,chacha20-poly1305,decryption,8192,3,535546.54,0.53554654
vps,chacha20-poly1305,decryption,16384,3,536925.53,0.53692553
vps,chacha20-poly1305,encryption,16,3,147633.15,0.14763315
vps,chacha20-poly1305,encryption,64,3,284226.88,0.28422688
vps,chacha20-poly1305,encryption,256,3,492716.46,0.49271646
vps,chacha20-poly1305,encryption,1024,3,529312.77,0.52931277
vps,chacha20-poly1305,encryption,8192,3,536600.58,0.53660058
vps,chacha20-poly1305,encryption,16384,3,533992.79,0.53399279
vps,chacha20-poly1305,decryption,16,3,145321.25,0.14532125
vps,chacha20-poly1305,decryption,64,3,281305.13,0.28130513
vps,chacha20-poly1305,decryption,256,3,496552.87,0.49655287
vps,chacha20-poly1305,decryption,1024,3,529467.39,0.52946739
vps,chacha20-poly1305,decryption,8192,3,533949.1,0.5339491
vps,chacha20-poly1305,decryption,16384,3,537537.19,0.53753719
vps,chacha20-poly1305,encryption,16,3,147986.12,0.14798612
vps,chacha20-poly1305,encryption,64,3,284188.42,0.28418842
vps,chacha20-poly1305,encryption,256,3,496366.17,0.49636617
vps,chacha20-poly1305,encryption,1024,3,524967.25,0.52496725
vps,chacha20-poly1305,encryption,8192,3,536562.35,0.53656235
vps,chacha20-poly1305,encryption,16384,3,536619.69,0.53661969
vps,chacha20-poly1305,decryption,16,3,147413.43,0.14741342999999998
vps,chacha20-poly1305,decryption,64,3,282792.09,0.28279209000000005
vps,chacha20-poly1305,decryption,256,3,496497.15,0.49649715
vps,chacha20-poly1305,decryption,1024,3,522747.22,0.52274722
vps,chacha20-poly1305,decryption,8192,3,536368.47,0.53636847
vps,chacha20-poly1305,decryption,16384,3,534921.22,0.53492122
vps,chacha20-poly1305,encryption,16,3,147874.65,0.14787465
vps,chacha20-poly1305,encryption,64,3,283701.23,0.28370122999999997
vps,chacha20-poly1305,encryption,256,3,498176.85,0.49817685
vps,chacha20-poly1305,encryption,1024,3,529241.77,0.5292417700000001
vps,chacha20-poly1305,encryption,8192,3,533471.23,0.53347123
vps,chacha20-poly1305,encryption,16384,3,536898.22,0.53689822
vps,chacha20-poly1305,decryption,16,3,144583.64,0.14458364
vps,chacha20-poly1305,decryption,64,3,281426.24,0.28142624
vps,chacha20-poly1305,decryption,256,3,499137.71,0.49913771
vps,chacha20-poly1305,decryption,1024,3,532209.44,0.5322094399999999
vps,chacha20-poly1305,decryption,8192,3,535661.23,0.53566123
vps,chacha20-poly1305,decryption,16384,3,536210.09,0.53621009
vps,chacha20-poly1305,encryption,16,3,147816.63,0.14781663
vps,chacha20-poly1305,encryption,64,3,283197.1,0.2831971
vps,chacha20-poly1305,encryption,256,3,497355.69,0.49735569
vps,chacha20-poly1305,encryption,1024,3,525270.7,0.5252707
vps,chacha20-poly1305,encryption,8192,3,536567.81,0.5365678100000001
vps,chacha20-poly1305,encryption,16384,3,535909.72,0.5359097199999999
vps,chacha20-poly1305,decryption,16,3,148707.28,0.14870728
vps,chacha20-poly1305,decryption,64,3,282716.14,0.28271614
vps,chacha20-poly1305,decryption,256,3,495999.32,0.49599932
vps,chacha20-poly1305,decryption,1024,3,530680.49,0.53068049
vps,chacha20-poly1305,decryption,8192,3,535734.95,0.5357349499999999
vps,chacha20-poly1305,decryption,16384,3,536084.48,0.53608448
vps,chacha20-poly1305,encryption,16,3,143949.05,0.14394905
vps,chacha20-poly1305,encryption,64,3,279661.16,0.27966115999999996
vps,chacha20-poly1305,encryption,256,3,493867.52,0.49386752
vps,chacha20-poly1305,encryption,1024,3,528968.02,0.52896802
vps,chacha20-poly1305,encryption,8192,3,535205.21,0.53520521
vps,chacha20-poly1305,encryption,16384,3,536029.87,0.53602987
vps,chacha20-poly1305,decryption,16,3,147506.78,0.14750678
vps,chacha20-poly1305,decryption,64,3,282793.28,0.28279328000000004
vps,chacha20-poly1305,decryption,256,3,496139.61,0.49613961
vps,chacha20-poly1305,decryption,1024,3,530420.05,0.53042005
vps,chacha20-poly1305,decryption,8192,3,535298.05,0.5352980500000001
vps,chacha20-poly1305,decryption,16384,3,535691.26,0.53569126
vps,chacha20-poly1305,encryption,16,3,146857.92,0.14685792
vps,chacha20-poly1305,encryption,64,3,284303.08,0.28430308000000004
vps,chacha20-poly1305,encryption,256,3,498440.53,0.49844053000000005
vps,chacha20-poly1305,encryption,1024,3,529433.94,0.52943394
vps,chacha20-poly1305,encryption,8192,3,536633.34,0.53663334
vps,chacha20-poly1305,encryption,16384,3,535805.95,0.53580595
vps,chacha20-poly1305,decryption,16,3,145343.43,0.14534343
vps,chacha20-poly1305,decryption,64,3,281979.18,0.28197918
vps,chacha20-poly1305,decryption,256,3,498941.35,0.49894134999999995
vps,chacha20-poly1305,decryption,1024,3,529907.37,0.52990737
vps,chacha20-poly1305,decryption,8192,3,536040.79,0.53604079
vps,chacha20-poly1305,decryption,16384,3,536024.41,0.53602441
vps,chacha20-poly1305,encryption,16,3,145101.28,0.14510128
vps,chacha20-poly1305,encryption,64,3,283787.14,0.28378714
vps,chacha20-poly1305,encryption,256,3,497621.08,0.49762108
vps,chacha20-poly1305,encryption,1024,3,529262.25,0.52926225
vps,chacha20-poly1305,encryption,8192,3,537351.51,0.53735151
vps,chacha20-poly1305,encryption,16384,3,535172.44,0.53517244
vps,chacha20-poly1305,decryption,16,3,143476.6,0.1434766
vps,chacha20-poly1305,decryption,64,3,277788.74,0.27778874
vps,chacha20-poly1305,decryption,256,3,493344.09,0.49334409
vps,chacha20-poly1305,decryption,1024,3,529250.99,0.52925099
vps,chacha20-poly1305,decryption,8192,3,531461.46,0.5314614599999999
vps,chacha20-poly1305,decryption,16384,3,537105.75,0.53710575
vps,chacha20-poly1305,encryption,16,3,147962.83,0.14796283
vps,chacha20-poly1305,encryption,64,3,286742.91,0.28674290999999996
vps,chacha20-poly1305,encryption,256,3,494475.06,0.49447506
vps,chacha20-poly1305,encryption,1024,3,527137.11,0.52713711
vps,chacha20-poly1305,encryption,8192,3,535827.8,0.5358278000000001
vps,chacha20-poly1305,encryption,16384,3,536144.55,0.53614455
vps,chacha20-poly1305,decryption,16,3,148828.72,0.14882872
vps,chacha20-poly1305,decryption,64,3,283627.52,0.28362752
vps,chacha20-poly1305,decryption,256,3,489261.74,0.48926174
vps,chacha20-poly1305,decryption,1024,3,530541.91,0.5305419100000001
vps,chacha20-poly1305,decryption,8192,3,534219.43,0.53421943
vps,chacha20-poly1305,decryption,16384,3,536417.62,0.53641762
vps,chacha20-poly1305,encryption,16,3,146520.6,0.1465206
vps,chacha20-poly1305,encryption,64,3,286195.61,0.28619561
vps,chacha20-poly1305,encryption,256,3,496301.74,0.49630174
vps,chacha20-poly1305,encryption,1024,3,526786.9,0.5267869000000001
vps,chacha20-poly1305,encryption,8192,3,535265.28,0.5352652800000001
vps,chacha20-poly1305,encryption,16384,3,535855.1,0.5358551
vps,chacha20-poly1305,decryption,16,3,148947.78,0.14894778
vps,chacha20-poly1305,decryption,64,3,280554.65,0.28055465
vps,chacha20-poly1305,decryption,256,3,498456.41,0.49845640999999996
vps,chacha20-poly1305,decryption,1024,3,528026.28,0.5280262800000001
vps,chacha20-poly1305,decryption,8192,3,536958.29,0.5369582900000001
vps,chacha20-poly1305,decryption,16384,3,536854.53,0.53685453
vps,chacha20-poly1305,encryption,16,3,146999.48,0.14699948000000002
vps,chacha20-poly1305,encryption,64,3,283427.99,0.28342798999999996
vps,chacha20-poly1305,encryption,256,3,498364.25,0.49836425
vps,chacha20-poly1305,encryption,1024,3,530674.01,0.53067401
vps,chacha20-poly1305,encryption,8192,3,536417.62,0.53641762
vps,chacha20-poly1305,encryption,16384,3,536231.94,0.53623194
vps,chacha20-poly1305,decryption,16,3,144102.92,0.14410292000000002
vps,chacha20-poly1305,decryption,64,3,282689.45,0.28268945
vps,chacha20-poly1305,decryption,256,3,498904.66,0.49890466
vps,chacha20-poly1305,decryption,1024,3,524251.14,0.5242511400000001
vps,chacha20-poly1305,decryption,8192,3,534746.45,0.53474645
vps,chacha20-poly1305,decryption,16384,3,537040.21,0.53704021
vps,chacha20-poly1305,encryption,16,3,147953.27,0.14795327
vps,chacha20-poly1305,encryption,64,3,284200.73,0.28420072999999996
vps,chacha20-poly1305,encryption,256,3,495262.46,0.49526246
vps,chacha20-poly1305,encryption,1024,3,529758.21,0.52975821
vps,chacha20-poly1305,encryption,8192,3,535860.57,0.53586057
vps,chacha20-poly1305,encryption,16384,3,535718.57,0.5357185699999999
vps,chacha20-poly1305,decryption,16,3,148923.02,0.14892302
vps,chacha20-poly1305,decryption,64,3,282849.92,0.28284992
vps,chacha20-poly1305,decryption,256,3,466155.35,0.46615534999999997
vps,chacha20-poly1305,decryption,1024,3,530526.89,0.53052689
vps,chacha20-poly1305,decryption,8192,3,536341.16,0.53634116
vps,chacha20-poly1305,decryption,16384,3,536581.46,0.53658146
vps,chacha20-poly1305,encryption,16,3,147787.72,0.14778772
vps,chacha20-poly1305,encryption,64,3,286125.93,0.28612593
vps,chacha20-poly1305,encryption,256,3,498173.53,0.49817353000000003
vps,chacha20-poly1305,encryption,1024,3,528359.77,0.52835977
vps,chacha20-poly1305,encryption,8192,3,535270.74,0.53527074
vps,chacha20-poly1305,encryption,16384,3,537318.74,0.53731874
vps,chacha20-poly1305,decryption,16,3,146904.28,0.14690428
vps,chacha20-poly1305,decryption,64,3,277664.51,0.27766451000000003
vps,chacha20-poly1305,decryption,256,3,485136.3,0.48513629999999996
vps,chacha20-poly1305,decryption,1024,3,528147.11,0.52814711
vps,chacha20-poly1305,decryption,8192,3,534803.8,0.5348038
vps,chacha20-poly1305,decryption,16384,3,535598.42,0.53559842
vps,chacha20-poly1305,encryption,16,3,146863.62,0.14686362
vps,chacha20-poly1305,encryption,64,3,285952.87,0.28595286999999997
vps,chacha20-poly1305,encryption,256,3,498025.47,0.49802546999999997
vps,chacha20-poly1305,encryption,1024,3,529111.72,0.52911172
vps,chacha20-poly1305,encryption,8192,3,536483.16,0.5364831600000001
vps,chacha20-poly1305,encryption,16384,3,535876.95,0.5358769499999999
vps,chacha20-poly1305,decryption,16,3,148829.82,0.14882982
vps,chacha20-poly1305,decryption,64,3,282833.07,0.28283307
vps,chacha20-poly1305,decryption,256,3,498290.01,0.49829001
vps,chacha20-poly1305,decryption,1024,3,527743.32,0.5277433199999999
vps,chacha20-poly1305,decryption,8192,3,536570.54,0.53657054
vps,chacha20-poly1305,decryption,16384,3,536390.31,0.53639031
vps,chacha20-poly1305,encryption,16,3,147547.42,0.14754742
vps,chacha20-poly1305,encryption,64,3,284247.51,0.28424751000000004
vps,chacha20-poly1305,encryption,256,3,498451.11,0.49845111
vps,chacha20-poly1305,encryption,1024,3,523826.18,0.52382618
vps,chacha20-poly1305,encryption,8192,3,534017.37,0.53401737
vps,chacha20-poly1305,encryption,16384,3,536079.02,0.5360790200000001
vps,chacha20-poly1305,decryption,16,3,148313.48,0.14831348
vps,chacha20-poly1305,decryption,64,3,277755.16,0.27775516
vps,chacha20-poly1305,decryption,256,3,496218.62,0.49621862
vps,chacha20-poly1305,decryption,1024,3,530637.82,0.5306378199999999
vps,chacha20-poly1305,decryption,8192,3,536100.86,0.53610086
vps,chacha20-poly1305,decryption,16384,3,536597.85,0.5365978499999999
vps,chacha20-poly1305,encryption,16,3,146770.07,0.14677007
vps,chacha20-poly1305,encryption,64,3,282552.62,0.28255262
vps,chacha20-poly1305,encryption,256,3,473487.02,0.47348702000000004
vps,chacha20-poly1305,encryption,1024,3,529428.14,0.52942814
vps,chacha20-poly1305,encryption,8192,3,533501.27,0.53350127
vps,chacha20-poly1305,encryption,16384,3,535887.87,0.53588787
vps,chacha20-poly1305,decryption,16,3,146551.81,0.14655181
vps,chacha20-poly1305,decryption,64,3,284254.95,0.28425495
vps,chacha20-poly1305,decryption,256,3,499051.43,0.49905143
vps,chacha20-poly1305,decryption,1024,3,529712.13,0.5297121300000001
vps,chacha20-poly1305,decryption,8192,3,535592.96,0.53559296
vps,chacha20-poly1305,decryption,16384,3,536663.38,0.53666338
vps,chacha20-poly1305,encryption,16,3,147303.3,0.1473033
vps,chacha20-poly1305,encryption,64,3,284384.19,0.28438419
vps,chacha20-poly1305,encryption,256,3,500650.24,0.50065024
vps,chacha20-poly1305,encryption,1024,3,529714.52,0.52971452
vps,chacha20-poly1305,encryption,8192,3,536565.08,0.5365650799999999
vps,chacha20-poly1305,encryption,16384,3,537444.35,0.53744435
vps,chacha20-poly1305,decryption,16,3,146462.92,0.14646292000000002
vps,chacha20-poly1305,decryption,64,3,281389.72,0.28138971999999995
vps,chacha20-poly1305,decryption,256,3,499143.85,0.49914385
vps,chacha20-poly1305,decryption,1024,3,530742.27,0.5307422700000001
vps,chacha20-poly1305,decryption,8192,3,536133.63,0.53613363
vps,chacha20-poly1305,decryption,16384,3,535844.18,0.53584418
vps,chacha20-poly1305,encryption,16,3,147999.02,0.14799901999999998
vps,chacha20-poly1305,encryption,64,3,284294.12,0.28429412
vps,chacha20-poly1305,encryption,256,3,498081.11,0.49808111
vps,chacha20-poly1305,encryption,1024,3,528708.27,0.52870827
vps,chacha20-poly1305,encryption,8192,3,535904.26,0.53590426
vps,chacha20-poly1305,encryption,16384,3,536854.53,0.53685453
vps,chacha20-poly1305,decryption,16,3,148885.7,0.1488857
vps,chacha20-poly1305,decryption,64,3,281336.32,0.28133632000000003
vps,chacha20-poly1305,decryption,256,3,496111.19,0.49611119
vps,chacha20-poly1305,decryption,1024,3,529557.85,0.52955785
vps,chacha20-poly1305,decryption,8192,3,533127.17,0.5331271700000001
vps,chacha20-poly1305,decryption,16384,3,537340.59,0.53734059
vps,sha256,encryption,16,3,30637.22,0.03063722
vps,sha256,encryption,64,3,77269.93,0.07726992999999999
vps,sha256,encryption,256,3,147941.29,0.14794129
vps,sha256,encryption,1024,3,191401.3,0.1914013
vps,sha256,encryption,8192,3,210051.07,0.21005107
vps,sha256,encryption,16384,3,211402.75,0.21140275
vps,sha256,encryption,16,3,30701.67,0.030701669999999997
vps,sha256,encryption,64,3,77277.42,0.07727742
vps,sha256,encryption,256,3,148159.66,0.14815966
